,Breast(C50)-Male age 0-85+,,,,,,age 0-4,,,,,age 5-9,,,,,age 10-14,,,,,age 15-19,,,,,age 20-24,,,,,age 25-29,,,,,age 30-34,,,,,age 35-39,,,,age 40-44,,,,,,age 45-49,,,,age 50-54,,,,,age 55-59,,,,,age 60-64,,,,,age 65-69,,,,,age 70-74,,,,,age 75-79,,,,,age 80-84,,,,,age 85+,,,,,
North America,"  USA, California, San Francisco: White (1969-1973)",6940,105.3,79.9,..,"  USA, California, San Francisco: White (1969-1973)",1,0.2,0.2,0,"  USA, California, San Francisco: White (1969-1973)",1,0.2,0.2,0,"  USA, California, San Francisco: White (1969-1973)",0,0,0,0,"  USA, California, San Francisco: White (1969-1973)",0,0,0,0,"  USA, California, San Francisco: White (1969-1973)",10,1.7,1.7,0.01,"  USA, California, San Francisco: White (1969-1973)",44,8.6,8.6,0.04,"  USA, California, San Francisco: White (1969-1973)",85,21.9,21.9,0.11,"  USA, California, San Francisco: White (1969-1973)",245,69.5,69.5,0.35,"  USA, California, San Francisco: White (1969-1973)",497,124,124,0.62,"  USA, California, San Francisco: White (1969-1973)",888,199.8,199.8,1,"  USA, California, San Francisco: White (1969-1973)",922,231,231,1.15,"  USA, California, San Francisco: White (1969-1973)",893,248.7,248.7,1.24,"  USA, California, San Francisco: White (1969-1973)",889,289.2,289.2,1.45,"  USA, California, San Francisco: White (1969-1973)",692,275.8,275.8,1.38,"  USA, California, San Francisco: White (1969-1973)",639,300.7,300.7,1.5,"  USA, California, San Francisco: White (1969-1973)",531,331.1,331.1,1.66,"  USA, California, San Francisco: White (1969-1973)",332,320.8,320.8,1.6,"  USA, California, San Francisco: White (1969-1973)",271,365.8,365.8,..,
North America,"  USA, Connecticut (1968-1972)",6999,89.9,71.4,..,"  USA, Connecticut (1968-1972)",0,0,0,0,"  USA, Connecticut (1968-1972)",0,0,0,0,"  USA, Connecticut (1968-1972)",0,0,0,0,"  USA, Connecticut (1968-1972)",1,0.2,0.2,0,"  USA, Connecticut (1968-1972)",7,1.2,1.2,0.01,"  USA, Connecticut (1968-1972)",43,8.2,8.2,0.04,"  USA, Connecticut (1968-1972)",100,22.5,22.5,0.11,"  USA, Connecticut (1968-1972)",242,54.8,54.9,0.27,"  USA, Connecticut (1968-1972)",604,125.5,125.5,0.63,"  USA, Connecticut (1968-1972)",944,189.8,189.9,0.95,"  USA, Connecticut (1968-1972)",905,192.3,192.3,0.96,"  USA, Connecticut (1968-1972)",809,200.3,200.4,1,"  USA, Connecticut (1968-1972)",760,224.8,224.9,1.12,"  USA, Connecticut (1968-1972)",736,264.7,264.8,1.32,"  USA, Connecticut (1968-1972)",650,281.4,281.5,1.41,"  USA, Connecticut (1968-1972)",564,329.4,329.5,1.65,"  USA, Connecticut (1968-1972)",350,327.7,327.8,1.64,"  USA, Connecticut (1968-1972)",282,390.5,390.6,..,
North America,"  USA, Iowa (1969-1971)",3671,84.3,61.6,..,"  USA, Iowa (1969-1971)",0,0,0,0,"  USA, Iowa (1969-1971)",0,0,0,0,"  USA, Iowa (1969-1971)",0,0,0,0,"  USA, Iowa (1969-1971)",0,0,0,0,"  USA, Iowa (1969-1971)",2,0.6,0.6,0,"  USA, Iowa (1969-1971)",22,8.7,8.7,0.04,"  USA, Iowa (1969-1971)",52,23.2,23.2,0.12,"  USA, Iowa (1969-1971)",90,41.1,41.1,0.21,"  USA, Iowa (1969-1971)",235,99.8,99.8,0.5,"  USA, Iowa (1969-1971)",334,137.5,137.5,0.69,"  USA, Iowa (1969-1971)",378,160.2,160.2,0.8,"  USA, Iowa (1969-1971)",353,162.6,162.6,0.81,"  USA, Iowa (1969-1971)",456,227.7,227.7,1.14,"  USA, Iowa (1969-1971)",404,227.9,227.9,1.14,"  USA, Iowa (1969-1971)",460,289.2,289.2,1.45,"  USA, Iowa (1969-1971)",422,330.9,330.9,1.65,"  USA, Iowa (1969-1971)",262,310,310,1.55,"  USA, Iowa (1969-1971)",201,323.2,323.2,..,
North America,"  USA, Michigan, Detroit: Black (1969-1971)",565,47.8,51,..,"  USA, Michigan, Detroit: Black (1969-1971)",0,0,0,0,"  USA, Michigan, Detroit: Black (1969-1971)",0,0,0,0,"  USA, Michigan, Detroit: Black (1969-1971)",0,0,0,0,"  USA, Michigan, Detroit: Black (1969-1971)",0,0,0,0,"  USA, Michigan, Detroit: Black (1969-1971)",2,1.9,1.9,0.01,"  USA, Michigan, Detroit: Black (1969-1971)",9,11.1,11.1,0.06,"  USA, Michigan, Detroit: Black (1969-1971)",25,37.5,37.5,0.19,"  USA, Michigan, Detroit: Black (1969-1971)",37,54.1,54.1,0.27,"  USA, Michigan, Detroit: Black (1969-1971)",67,91.7,91.7,0.46,"  USA, Michigan, Detroit: Black (1969-1971)",88,127.2,127.2,0.64,"  USA, Michigan, Detroit: Black (1969-1971)",74,126.4,126.4,0.63,"  USA, Michigan, Detroit: Black (1969-1971)",78,167.2,167.2,0.84,"  USA, Michigan, Detroit: Black (1969-1971)",45,122,122,0.61,"  USA, Michigan, Detroit: Black (1969-1971)",42,143.3,143.3,0.72,"  USA, Michigan, Detroit: Black (1969-1971)",36,183.1,183.1,0.92,"  USA, Michigan, Detroit: Black (1969-1971)",37,321.3,321.3,1.61,"  USA, Michigan, Detroit: Black (1969-1971)",13,209.4,209.4,1.05,"  USA, Michigan, Detroit: Black (1969-1971)",12,237.7,237.7,..,
North America,"  USA, Michigan, Detroit: White (1969-1971)",4037,77,65.7,..,"  USA, Michigan, Detroit: White (1969-1971)",0,0,0,0,"  USA, Michigan, Detroit: White (1969-1971)",0,0,0,0,"  USA, Michigan, Detroit: White (1969-1971)",0,0,0,0,"  USA, Michigan, Detroit: White (1969-1971)",0,0,0,0,"  USA, Michigan, Detroit: White (1969-1971)",3,0.7,0.7,0,"  USA, Michigan, Detroit: White (1969-1971)",40,11.5,11.5,0.06,"  USA, Michigan, Detroit: White (1969-1971)",78,27.4,27.4,0.14,"  USA, Michigan, Detroit: White (1969-1971)",148,51.4,51.4,0.26,"  USA, Michigan, Detroit: White (1969-1971)",357,106.5,106.5,0.53,"  USA, Michigan, Detroit: White (1969-1971)",596,170.7,170.7,0.85,"  USA, Michigan, Detroit: White (1969-1971)",524,165.5,165.5,0.83,"  USA, Michigan, Detroit: White (1969-1971)",496,190.2,190.2,0.95,"  USA, Michigan, Detroit: White (1969-1971)",523,250.9,250.9,1.25,"  USA, Michigan, Detroit: White (1969-1971)",388,229.1,229.1,1.15,"  USA, Michigan, Detroit: White (1969-1971)",339,243,243,1.21,"  USA, Michigan, Detroit: White (1969-1971)",274,268.7,268.7,1.34,"  USA, Michigan, Detroit: White (1969-1971)",158,274.8,274.8,1.37,"  USA, Michigan, Detroit: White (1969-1971)",113,325.4,325.4,..,
North America,"  USA, New Mexico: American Indian (1969-1972)",24,16.1,26.2,..,"  USA, New Mexico: American Indian (1969-1972)",0,0,0,0,"  USA, New Mexico: American Indian (1969-1972)",0,0,0,0,"  USA, New Mexico: American Indian (1969-1972)",0,0,0,0,"  USA, New Mexico: American Indian (1969-1972)",0,0,0,0,"  USA, New Mexico: American Indian (1969-1972)",0,0,0,0,"  USA, New Mexico: American Indian (1969-1972)",0,0,0,0,"  USA, New Mexico: American Indian (1969-1972)",0,0,0,0,"  USA, New Mexico: American Indian (1969-1972)",3,37.4,37.4,0.19,"  USA, New Mexico: American Indian (1969-1972)",1,16.1,16.1,0.08,"  USA, New Mexico: American Indian (1969-1972)",1,20.1,20.1,0.1,"  USA, New Mexico: American Indian (1969-1972)",4,108.6,108.6,0.54,"  USA, New Mexico: American Indian (1969-1972)",8,212.5,212.5,1.06,"  USA, New Mexico: American Indian (1969-1972)",1,27.5,27.5,0.14,"  USA, New Mexico: American Indian (1969-1972)",2,89,89,0.44,"  USA, New Mexico: American Indian (1969-1972)",1,71.6,71.6,0.36,"  USA, New Mexico: American Indian (1969-1972)",3,..,..,..,"  USA, New Mexico: American Indian (1969-1972)",0,..,..,..,"  USA, New Mexico: American Indian (1969-1972)",0,..,..,..,
North America,"  USA, New Mexico: Hispanic (1969-1972)",195,24.7,32.4,..,"  USA, New Mexico: Hispanic (1969-1972)",0,0,0,0,"  USA, New Mexico: Hispanic (1969-1972)",0,0,0,0,"  USA, New Mexico: Hispanic (1969-1972)",0,0,0,0,"  USA, New Mexico: Hispanic (1969-1972)",0,0,0,0,"  USA, New Mexico: Hispanic (1969-1972)",0,0,0,0,"  USA, New Mexico: Hispanic (1969-1972)",1,2,2,0.01,"  USA, New Mexico: Hispanic (1969-1972)",6,12.5,12.5,0.06,"  USA, New Mexico: Hispanic (1969-1972)",19,43.7,43.7,0.22,"  USA, New Mexico: Hispanic (1969-1972)",15,37.5,37.5,0.19,"  USA, New Mexico: Hispanic (1969-1972)",28,79.1,79.1,0.4,"  USA, New Mexico: Hispanic (1969-1972)",22,73.8,73.8,0.37,"  USA, New Mexico: Hispanic (1969-1972)",22,93.1,93.1,0.47,"  USA, New Mexico: Hispanic (1969-1972)",23,109.8,109.8,0.55,"  USA, New Mexico: Hispanic (1969-1972)",21,130.5,130.5,0.65,"  USA, New Mexico: Hispanic (1969-1972)",15,148.4,148.4,0.74,"  USA, New Mexico: Hispanic (1969-1972)",23,..,..,..,"  USA, New Mexico: Hispanic (1969-1972)",0,..,..,..,"  USA, New Mexico: Hispanic (1969-1972)",0,..,..,..,
North America,"  USA, New Mexico: Other White (1969-1972)",956,88.8,73.8,..,"  USA, New Mexico: Other White (1969-1972)",0,0,0,0,"  USA, New Mexico: Other White (1969-1972)",0,0,0,0,"  USA, New Mexico: Other White (1969-1972)",0,0,0,0,"  USA, New Mexico: Other White (1969-1972)",1,1,1,0,"  USA, New Mexico: Other White (1969-1972)",1,1.2,1.2,0.01,"  USA, New Mexico: Other White (1969-1972)",11,15.2,15.2,0.08,"  USA, New Mexico: Other White (1969-1972)",18,28.2,28.2,0.14,"  USA, New Mexico: Other White (1969-1972)",33,50.4,50.4,0.25,"  USA, New Mexico: Other White (1969-1972)",70,102.8,102.8,0.51,"  USA, New Mexico: Other White (1969-1972)",124,177.9,177.9,0.89,"  USA, New Mexico: Other White (1969-1972)",129,211.1,211.1,1.06,"  USA, New Mexico: Other White (1969-1972)",134,236.5,236.5,1.18,"  USA, New Mexico: Other White (1969-1972)",113,244.9,244.9,1.22,"  USA, New Mexico: Other White (1969-1972)",98,267.7,267.7,1.34,"  USA, New Mexico: Other White (1969-1972)",81,297.2,297.2,1.49,"  USA, New Mexico: Other White (1969-1972)",143,..,..,..,"  USA, New Mexico: Other White (1969-1972)",0,..,..,..,"  USA, New Mexico: Other White (1969-1972)",0,..,..,..,
North America,"  USA, New York State (Less City) (1969-1971)",11590,72,57.2,..,"  USA, New York State (Less City) (1969-1971)",3,0.2,0.2,0,"  USA, New York State (Less City) (1969-1971)",0,0,0,0,"  USA, New York State (Less City) (1969-1971)",0,0,0,0,"  USA, New York State (Less City) (1969-1971)",0,0,0,0,"  USA, New York State (Less City) (1969-1971)",12,1,1,0.01,"  USA, New York State (Less City) (1969-1971)",63,6.3,6.4,0.03,"  USA, New York State (Less City) (1969-1971)",192,21.9,22,0.11,"  USA, New York State (Less City) (1969-1971)",418,46.5,46.8,0.23,"  USA, New York State (Less City) (1969-1971)",920,91.5,92.1,0.46,"  USA, New York State (Less City) (1969-1971)",1378,135.9,136.7,0.68,"  USA, New York State (Less City) (1969-1971)",1352,146.3,147.1,0.74,"  USA, New York State (Less City) (1969-1971)",1286,160,161,0.81,"  USA, New York State (Less City) (1969-1971)",1332,192.7,193.8,0.97,"  USA, New York State (Less City) (1969-1971)",1220,214.5,215.8,1.08,"  USA, New York State (Less City) (1969-1971)",1121,229.3,230.7,1.15,"  USA, New York State (Less City) (1969-1971)",1024,281.6,283.3,1.42,"  USA, New York State (Less City) (1969-1971)",665,292.6,294.3,1.47,"  USA, New York State (Less City) (1969-1971)",535,345.3,347.3,..,
North America,"  USA, Texas, El Paso County: Hispanic (1968-1970)",100,39.9,52.3,..,"  USA, Texas, El Paso County: Hispanic (1968-1970)",0,0,0,0,"  USA, Texas, El Paso County: Hispanic (1968-1970)",0,0,0,0,"  USA, Texas, El Paso County: Hispanic (1968-1970)",0,0,0,0,"  USA, Texas, El Paso County: Hispanic (1968-1970)",0,0,0,0,"  USA, Texas, El Paso County: Hispanic (1968-1970)",0,0,0,0,"  USA, Texas, El Paso County: Hispanic (1968-1970)",0,0,0,0,"  USA, Texas, El Paso County: Hispanic (1968-1970)",4,25.3,25.3,0.13,"  USA, Texas, El Paso County: Hispanic (1968-1970)",6,39.5,39.5,0.2,"  USA, Texas, El Paso County: Hispanic (1968-1970)",18,119.2,119.2,0.6,"  USA, Texas, El Paso County: Hispanic (1968-1970)",19,159.9,159.9,0.8,"  USA, Texas, El Paso County: Hispanic (1968-1970)",11,124.4,124.4,0.62,"  USA, Texas, El Paso County: Hispanic (1968-1970)",12,176.8,176.8,0.88,"  USA, Texas, El Paso County: Hispanic (1968-1970)",11,187.9,187.9,0.94,"  USA, Texas, El Paso County: Hispanic (1968-1970)",9,176.6,176.6,0.88,"  USA, Texas, El Paso County: Hispanic (1968-1970)",5,135.9,135.9,0.68,"  USA, Texas, El Paso County: Hispanic (1968-1970)",2,103.8,103.8,0.52,"  USA, Texas, El Paso County: Hispanic (1968-1970)",1,80.5,80.5,0.4,"  USA, Texas, El Paso County: Hispanic (1968-1970)",2,272.1,272.1,..,
North America,"  USA, Texas, El Paso County: Non-Hispanic (1968-1970)",155,53.4,53.8,..,"  USA, Texas, El Paso County: Non-Hispanic (1968-1970)",0,0,0,0,"  USA, Texas, El Paso County: Non-Hispanic (1968-1970)",0,0,0,0,"  USA, Texas, El Paso County: Non-Hispanic (1968-1970)",0,0,0,0,"  USA, Texas, El Paso County: Non-Hispanic (1968-1970)",0,0,0,0,"  USA, Texas, El Paso County: Non-Hispanic (1968-1970)",0,0,0,0,"  USA, Texas, El Paso County: Non-Hispanic (1968-1970)",1,5,5,0.02,"  USA, Texas, El Paso County: Non-Hispanic (1968-1970)",3,17,17,0.08,"  USA, Texas, El Paso County: Non-Hispanic (1968-1970)",9,49.2,49.2,0.25,"  USA, Texas, El Paso County: Non-Hispanic (1968-1970)",14,75.3,75.3,0.38,"  USA, Texas, El Paso County: Non-Hispanic (1968-1970)",26,150.9,150.9,0.75,"  USA, Texas, El Paso County: Non-Hispanic (1968-1970)",21,157.2,157.2,0.79,"  USA, Texas, El Paso County: Non-Hispanic (1968-1970)",12,105.3,105.3,0.53,"  USA, Texas, El Paso County: Non-Hispanic (1968-1970)",18,189.3,189.3,0.95,"  USA, Texas, El Paso County: Non-Hispanic (1968-1970)",16,204.1,204.1,1.02,"  USA, Texas, El Paso County: Non-Hispanic (1968-1970)",15,273.1,273.1,1.37,"  USA, Texas, El Paso County: Non-Hispanic (1968-1970)",12,275.5,275.5,1.38,"  USA, Texas, El Paso County: Non-Hispanic (1968-1970)",4,142.8,142.8,0.71,"  USA, Texas, El Paso County: Non-Hispanic (1968-1970)",4,240.7,240.7,..,
North America,"  USA, Utah (1966-1970)",1412,54.5,56.9,..,"  USA, Utah (1966-1970)",0,0,0,0,"  USA, Utah (1966-1970)",0,0,0,0,"  USA, Utah (1966-1970)",0,0,0,0,"  USA, Utah (1966-1970)",1,0.4,0.4,0,"  USA, Utah (1966-1970)",3,1.3,1.3,0.01,"  USA, Utah (1966-1970)",14,8,8.1,0.04,"  USA, Utah (1966-1970)",20,13.9,14,0.07,"  USA, Utah (1966-1970)",69,51,51.5,0.26,"  USA, Utah (1966-1970)",128,96.3,97.2,0.49,"  USA, Utah (1966-1970)",184,145.6,146.9,0.73,"  USA, Utah (1966-1970)",155,132.3,133.5,0.67,"  USA, Utah (1966-1970)",175,172.9,174.5,0.87,"  USA, Utah (1966-1970)",153,176.8,178.5,0.89,"  USA, Utah (1966-1970)",159,227,229.2,1.15,"  USA, Utah (1966-1970)",134,237.3,239.5,1.2,"  USA, Utah (1966-1970)",107,268.4,270.9,1.35,"  USA, Utah (1966-1970)",62,253.5,255.8,1.28,"  USA, Utah (1966-1970)",35,212.3,214.3,..,
,,57380,1452.9,1340.4,0,0,4,0.4,0.4,0,0,1,0.2,0.2,0,0,1,0.1,0.1,0,0,7,2.5,2.5,0,0,82,25.8,25.8,0.15,0,424,173.7,174.1,0.87,0,964,485.9,486.6,2.44,0,2224,1200.2,1202.2,6.01,0,4747,2233.6,2237.1,11.2,0,7431,3300.3,3305.8,16.52,0,7347,3655,3660.6,18.33,0,6937,4077.8,4084.5,20.43,0,6707,4491.1,4498.3,22.48,0,5794,4799.3,4807.4,24.03,0,5124,5088.6,5096.9,25.49,0,4506,5073.9,5083.2,25.41,0,2766,4982,4991.8,24.96,0,2127,5760.8,5769.7,0,
Asia,"India, Mumbai (Bombay) (1968-1972)",1306,11.3,20.1,..,"India, Mumbai (Bombay) (1968-1972)",0,0,0,0,"India, Mumbai (Bombay) (1968-1972)",1,0.1,0.1,0,"India, Mumbai (Bombay) (1968-1972)",1,0.1,0.1,0,"India, Mumbai (Bombay) (1968-1972)",3,0.3,0.3,0,"India, Mumbai (Bombay) (1968-1972)",8,0.6,0.6,0,"India, Mumbai (Bombay) (1968-1972)",24,2.1,2.1,0.01,"India, Mumbai (Bombay) (1968-1972)",81,8.4,8.4,0.04,"India, Mumbai (Bombay) (1968-1972)",168,22.4,22.4,0.11,"India, Mumbai (Bombay) (1968-1972)",206,35.8,35.8,0.18,"India, Mumbai (Bombay) (1968-1972)",188,45.7,45.7,0.23,"India, Mumbai (Bombay) (1968-1972)",156,49.8,49.8,0.25,"India, Mumbai (Bombay) (1968-1972)",133,58.3,58.3,0.29,"India, Mumbai (Bombay) (1968-1972)",115,60.7,60.7,0.3,"India, Mumbai (Bombay) (1968-1972)",95,71.4,71.4,0.36,"India, Mumbai (Bombay) (1968-1972)",61,74.4,74.4,0.37,"  India, Mumbai (Bombay) (1968-1972)",31,76.5,76.5,0.38,"India, Mumbai (Bombay) (1968-1972)",35,..,..,..,"India, Mumbai (Bombay) (1968-1972)",0,..,..,..,
Asia,  Israel: Jews (1967-1971),3484,56.7,55.5,..,  Israel: Jews (1967-1971),1,0.2,0.2,0,  Israel: Jews (1967-1971),1,0.2,0.2,0,  Israel: Jews (1967-1971),0,0,0,0,  Israel: Jews (1967-1971),2,0.3,0.3,0,  Israel: Jews (1967-1971),11,2,2,0.01,  Israel: Jews (1967-1971),39,10.4,10.5,0.05,  Israel: Jews (1967-1971),97,27.3,27.6,0.14,  Israel: Jews (1967-1971),193,54.5,55,0.28,  Israel: Jews (1967-1971),334,91.4,92.3,0.46,  Israel: Jews (1967-1971),508,145.5,146.9,0.73,  Israel: Jews (1967-1971),431,144.1,145.4,0.73,  Israel: Jews (1967-1971),512,157.7,159.2,0.8,  Israel: Jews (1967-1971),484,196.1,198,0.99,  Israel: Jews (1967-1971),358,192.6,194.4,0.97,  Israel: Jews (1967-1971),265,215.8,217.8,1.09,  Israel: Jews (1967-1971),215,..,..,..,  Israel: Jews (1967-1971),0,..,..,..,  Israel: Jews (1967-1971),0,..,..,..,
Asia,  Israel: Non-Jews (1967-1971),61,6.2,11,..,  Israel: Non-Jews (1967-1971),0,0,0,0,  Israel: Non-Jews (1967-1971),0,0,0,0,  Israel: Non-Jews (1967-1971),0,0,0,0,  Israel: Non-Jews (1967-1971),0,0,0,0,  Israel: Non-Jews (1967-1971),0,0,0,0,  Israel: Non-Jews (1967-1971),0,0,0,0,  Israel: Non-Jews (1967-1971),6,11.1,11.5,0.06,  Israel: Non-Jews (1967-1971),6,13.3,13.7,0.07,  Israel: Non-Jews (1967-1971),7,18.6,19.2,0.1,  Israel: Non-Jews (1967-1971),7,23.9,24.8,0.12,  Israel: Non-Jews (1967-1971),7,31.5,32.6,0.16,  Israel: Non-Jews (1967-1971),7,32.7,33.8,0.17,  Israel: Non-Jews (1967-1971),8,44.6,46.1,0.23,  Israel: Non-Jews (1967-1971),2,13.5,14,0.07,  Israel: Non-Jews (1967-1971),6,55,56.9,0.28,  Israel: Non-Jews (1967-1971),3,..,..,..,  Israel: Non-Jews (1967-1971),0,..,..,..,  Israel: Non-Jews (1967-1971),0,..,..,..,
Asia,"  Japan, Miyagi Prefecture (1968-1971)",525,14.1,13,..,"  Japan, Miyagi Prefecture (1968-1971)",0,0,0,0,"  Japan, Miyagi Prefecture (1968-1971)",0,0,0,0,"  Japan, Miyagi Prefecture (1968-1971)",0,0,0,0,"  Japan, Miyagi Prefecture (1968-1971)",0,0,0,0,"  Japan, Miyagi Prefecture (1968-1971)",2,0.6,0.6,0,"  Japan, Miyagi Prefecture (1968-1971)",9,3.3,3.4,0.02,"  Japan, Miyagi Prefecture (1968-1971)",16,5.6,5.8,0.03,"  Japan, Miyagi Prefecture (1968-1971)",48,16.1,16.6,0.08,"  Japan, Miyagi Prefecture (1968-1971)",79,28.8,29.6,0.15,"  Japan, Miyagi Prefecture (1968-1971)",94,39.6,40.7,0.2,"  Japan, Miyagi Prefecture (1968-1971)",66,35.1,36,0.18,"  Japan, Miyagi Prefecture (1968-1971)",65,39.4,40.4,0.2,"  Japan, Miyagi Prefecture (1968-1971)",58,43,44.2,0.22,"  Japan, Miyagi Prefecture (1968-1971)",35,32.3,33.2,0.17,"  Japan, Miyagi Prefecture (1968-1971)",19,23.7,24.3,0.12,"  Japan, Miyagi Prefecture (1968-1971)",8,15,15.4,0.08,"  Japan, Miyagi Prefecture (1968-1971)",5,17.1,17.6,0.09,"  Japan, Miyagi Prefecture (1968-1971)",7,49.8,51.2,..,
Asia,"  Japan, Okayama Prefecture (1969)",175,19.7,16.6,..,"  Japan, Okayama Prefecture (1969)",0,0,0,0,"  Japan, Okayama Prefecture (1969)",0,0,0,0,"  Japan, Okayama Prefecture (1969)",0,0,0,0,"  Japan, Okayama Prefecture (1969)",0,0,0,0,"  Japan, Okayama Prefecture (1969)",0,0,0,0,"  Japan, Okayama Prefecture (1969)",3,4.4,4.4,0.02,"  Japan, Okayama Prefecture (1969)",10,16.1,16.1,0.08,"  Japan, Okayama Prefecture (1969)",17,25.2,25.2,0.13,"  Japan, Okayama Prefecture (1969)",25,39.6,39.6,0.2,"  Japan, Okayama Prefecture (1969)",26,45.9,45.9,0.23,"  Japan, Okayama Prefecture (1969)",31,64.4,64.4,0.32,"  Japan, Okayama Prefecture (1969)",13,28.5,28.5,0.14,"  Japan, Okayama Prefecture (1969)",21,52.7,52.7,0.26,"  Japan, Okayama Prefecture (1969)",10,29.2,29.2,0.15,"  Japan, Okayama Prefecture (1969)",10,37.8,37.8,0.19,"  Japan, Okayama Prefecture (1969)",6,37,37,0.19,"  Japan, Okayama Prefecture (1969)",2,21.1,21.1,0.11,"  Japan, Okayama Prefecture (1969)",1,18.8,18.8,..,
Asia,"  Japan, Osaka Prefecture (1970-1971)",856,11.3,12.1,..,"  Japan, Osaka Prefecture (1970-1971)",0,0,0,0,"  Japan, Osaka Prefecture (1970-1971)",0,0,0,0,"  Japan, Osaka Prefecture (1970-1971)",0,0,0,0,"  Japan, Osaka Prefecture (1970-1971)",0,0,0,0,"  Japan, Osaka Prefecture (1970-1971)",1,0.1,0.1,0,"  Japan, Osaka Prefecture (1970-1971)",6,0.7,0.7,0,"  Japan, Osaka Prefecture (1970-1971)",33,4.7,4.8,0.02,"  Japan, Osaka Prefecture (1970-1971)",76,12.7,12.7,0.06,"  Japan, Osaka Prefecture (1970-1971)",95,19.7,19.8,0.1,"  Japan, Osaka Prefecture (1970-1971)",141,35.6,35.9,0.18,"  Japan, Osaka Prefecture (1970-1971)",135,41.2,41.5,0.21,"  Japan, Osaka Prefecture (1970-1971)",113,37.7,38,0.19,"  Japan, Osaka Prefecture (1970-1971)",95,38.7,39,0.19,"  Japan, Osaka Prefecture (1970-1971)",70,37.4,37.6,0.19,"  Japan, Osaka Prefecture (1970-1971)",42,32.7,32.9,0.16,"  Japan, Osaka Prefecture (1970-1971)",26,35.5,35.7,0.18,"  Japan, Osaka Prefecture (1970-1971)",10,27,27.2,0.14,"  Japan, Osaka Prefecture (1970-1971)",7,39.4,39.7,..,
Asia,  Singapore: Chinese (1968-1972),546,14.2,19.4,..,  Singapore: Chinese (1968-1972),0,0,0,0,  Singapore: Chinese (1968-1972),0,0,0,0,  Singapore: Chinese (1968-1972),0,0,0,0,  Singapore: Chinese (1968-1972),1,0.2,0.2,0,  Singapore: Chinese (1968-1972),1,0.3,0.3,0,  Singapore: Chinese (1968-1972),9,3.6,3.6,0.02,  Singapore: Chinese (1968-1972),27,10.7,10.7,0.05,  Singapore: Chinese (1968-1972),42,20.5,20.5,0.1,  Singapore: Chinese (1968-1972),61,34.1,34.1,0.17,  Singapore: Chinese (1968-1972),66,44.9,45,0.22,  Singapore: Chinese (1968-1972),83,60,60.1,0.3,  Singapore: Chinese (1968-1972),79,59.2,59.3,0.3,  Singapore: Chinese (1968-1972),66,64,64.1,0.32,  Singapore: Chinese (1968-1972),49,65,65.2,0.33,  Singapore: Chinese (1968-1972),33,70.6,70.8,0.35,  Singapore: Chinese (1968-1972),14,48.7,48.8,0.24,  Singapore: Chinese (1968-1972),10,69.4,69.5,0.35,  Singapore: Chinese (1968-1972),4,55.4,55.5,..,
Asia,  Singapore: Indian (1968-1972),24,8.6,25.5,..,  Singapore: Indian (1968-1972),0,0,0,0,  Singapore: Indian (1968-1972),0,0,0,0,  Singapore: Indian (1968-1972),0,0,0,0,  Singapore: Indian (1968-1972),0,0,0,0,  Singapore: Indian (1968-1972),0,0,0,0,  Singapore: Indian (1968-1972),1,5.9,5.9,0.03,  Singapore: Indian (1968-1972),2,10.1,10.1,0.05,  Singapore: Indian (1968-1972),2,12.8,12.8,0.06,  Singapore: Indian (1968-1972),7,53.7,53.7,0.27,  Singapore: Indian (1968-1972),2,22.1,22.1,0.11,  Singapore: Indian (1968-1972),3,53.1,53.1,0.27,  Singapore: Indian (1968-1972),2,47.2,47.2,0.24,  Singapore: Indian (1968-1972),1,44.6,44.6,0.22,  Singapore: Indian (1968-1972),2,136.5,136.5,0.68,  Singapore: Indian (1968-1972),1,124.2,124.2,0.62,  Singapore: Indian (1968-1972),0,0,0,0,  Singapore: Indian (1968-1972),0,0,0,0,  Singapore: Indian (1968-1972),1,1250,1250,..,
Asia,  Singapore: Malay (1968-1972),63,8.6,17.6,..,  Singapore: Malay (1968-1972),0,0,0,0,  Singapore: Malay (1968-1972),0,0,0,0,  Singapore: Malay (1968-1972),0,0,0,0,  Singapore: Malay (1968-1972),0,0,0,0,  Singapore: Malay (1968-1972),0,0,0,0,  Singapore: Malay (1968-1972),2,5.1,5.1,0.03,  Singapore: Malay (1968-1972),3,6.2,6.2,0.03,  Singapore: Malay (1968-1972),11,27.7,27.7,0.14,  Singapore: Malay (1968-1972),7,21.1,21.1,0.11,  Singapore: Malay (1968-1972),10,40.4,40.4,0.2,  Singapore: Malay (1968-1972),8,45.4,45.4,0.23,  Singapore: Malay (1968-1972),10,73.8,73.8,0.37,  Singapore: Malay (1968-1972),5,50.5,50.5,0.25,  Singapore: Malay (1968-1972),4,78.4,78.4,0.39,  Singapore: Malay (1968-1972),2,58.5,58.5,0.29,  Singapore: Malay (1968-1972),1,67.8,67.8,0.34,  Singapore: Malay (1968-1972),0,0,0,0,  Singapore: Malay (1968-1972),0,0,0,..,
